0.31	0.77	2.64
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.31	0.77	2.65
0.3	0.77	2.66
0.3	0.77	2.66
0.29	0.77	2.66
0.29	0.77	2.67
0.28	0.77	2.67
0.28	0.77	2.68
0.27	0.77	2.69
0.26	0.77	2.7
0.26	0.77	2.71
0.25	0.77	2.72
0.24	0.77	2.73
0.23	0.77	2.74
0.22	0.77	2.76
0.21	0.77	2.77
0.2	0.77	2.78
0.19	0.77	2.79
0.19	0.77	2.8
0.18	0.77	2.81
0.17	0.77	2.82
0.17	0.77	2.83
0.16	0.77	2.83
0.16	0.77	2.84
0.15	0.77	2.84
0.15	0.77	2.85
0.15	0.77	2.85
0.14	0.77	2.86
0.14	0.77	2.86
0.14	0.77	2.86
0.14	0.77	2.87
0.13	0.77	2.87
0.13	0.77	2.87
0.13	0.77	2.87
0.13	0.77	2.87
0.13	0.77	2.88
0.13	0.77	2.88
0.13	0.77	2.88
0.12	0.77	2.88
0.12	0.77	2.88
0.12	0.77	2.89
0.11	0.77	2.89
0.11	0.77	2.9
0.11	0.77	2.9
0.1	0.77	2.91
0.1	0.77	2.92
0.09	0.77	2.93
0.08	0.77	2.94
0.08	0.77	2.95
0.08	0.77	2.96
0.07	0.77	2.97
0.07	0.77	2.97
0.07	0.77	2.98
0.06	0.77	2.99
0.06	0.77	2.99
0.06	0.77	3.0
0.06	0.77	3.0
0.06	0.77	3.0
0.05	0.77	3.01
0.05	0.77	3.01
0.05	0.77	3.01
0.05	0.77	3.01
0.05	0.77	3.02
0.05	0.77	3.02
0.05	0.77	3.02
0.05	0.77	3.02
0.05	0.77	3.02
0.05	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.03
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.04	0.77	3.04
0.03	0.77	3.04
0.03	0.77	3.04
0.03	0.77	3.05
0.02	0.77	3.05
0.02	0.77	3.06
-0.02	0.75	3.07
-0.1	0.72	3.09
-0.09	0.73	3.12
-0.11	0.73	3.15
-0.13	0.73	3.19
-0.15	0.73	3.23
-0.17	0.73	3.29
-0.19	0.74	3.34
-0.19	0.75	3.4
-0.2	0.75	3.46
-0.2	0.77	3.51
-0.21	0.77	3.56
-0.22	0.77	3.61
-0.23	0.77	3.65
-0.22	0.77	3.69
-0.21	0.77	3.71
-0.2	0.77	3.74
-0.2	0.77	3.76
-0.19	0.77	3.78
-0.19	0.77	3.8
-0.18	0.77	3.82
-0.18	0.77	3.83
-0.17	0.77	3.85
-0.16	0.78	3.86
-0.15	0.78	3.87
-0.15	0.78	3.88
-0.14	0.78	3.89
-0.14	0.78	3.9
-0.14	0.78	3.9
-0.14	0.78	3.91
-0.15	0.77	3.91
-0.15	0.77	3.92
-0.15	0.77	3.92
-0.15	0.77	3.92
-0.15	0.77	3.93
-0.15	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.93
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
-0.14	0.77	3.94
